dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
m_dense/H/long,TimesFM-3,20722.081975308643,20722.081975308643,64.91342978395062,0.5719259986997723,0.20324184342491253,0.16664137098524306,5.1826001952948975,143.95166541345966,0.2492016260713064,0.11237474891008477,0.09118115192252572,Transport,1
sz_taxi/15T/short,TimesFM-3,16.588846048301537,16.588846048301537,2.71269959553403,0.5411022618952311,1033067706917.6345,0.39017664934980417,3.8172024193022787,4.0729407125934864,0.3808373934548156,0.2536490256277944,0.19917043380963734,Transport,1
sz_taxi/15T/medium,TimesFM-3,16.199539680154913,16.199539680154913,2.7383427024906517,0.5336340180471625,9214309095918.164,0.40374830197065303,3.778005976307894,4.024865175400899,0.37458085652486023,0.2548484757269864,0.20073745468875334,Transport,1
sz_taxi/15T/long,TimesFM-3,15.317324663906696,15.317324663906696,2.6646693042200855,0.5027499372747223,6011010428141.882,0.39492813501602564,3.772282290673983,3.913735385013491,0.36224833831847875,0.2466370187719412,0.19526363985892253,Transport,1
sz_taxi/H/short,TimesFM-3,7.055914332724025,7.055914332724025,1.8254588852580795,0.5562488792684378,1.0083024359156942,0.29167722636817867,3.912719267940378,2.6562971092714807,0.247450467440018,0.17005275986372348,0.13384763648791528,Transport,1
bitbrains_fast_storage/5T/short,TimesFM-3,1624382.8046736256,1624382.8046736256,145.4597046134228,0.6507964377201028,1.7449965944851618,0.5666954520017713,12.386408978632305,1274.5127714831365,4.0016548926766955,0.45670749770224,0.36102373948234473,Web/CloudOps,2
bitbrains_fast_storage/5T/medium,TimesFM-3,2714935.9497871133,2714935.9497871133,254.02687523230068,0.9433525195258085,2.884025107121791,0.6649906665264629,20.308335992962977,1647.7062692686197,5.0061866880032575,0.7718038007754199,0.5867313483019341,Web/CloudOps,2
bitbrains_fast_storage/5T/long,TimesFM-3,4229643.124651923,4229643.124651923,372.2224819808983,0.8580693702025433,3.9975964302006632,0.686016525396151,14.690728566140871,2056.609618924292,5.4350051626814135,0.9836728821147965,0.6654224530139663,Web/CloudOps,2
bitbrains_fast_storage/H/short,TimesFM-3,2736207.8405394573,2736207.8405394573,299.1261472124228,0.9870604318054067,3.6477757090167207,0.45783938735712876,21.533163359452672,1654.148675464046,4.714861070449805,0.8526066898127165,0.647784452010333,Web/CloudOps,2
bitbrains_rnd/5T/short,TimesFM-3,1548222.05964338,1548222.05964338,112.67073982791376,1.600647691975106,0.9610234091729783,0.5033030270716647,51.44618846443195,1244.275716890505,5.0912170555586,0.46101614335752494,0.36426676933981167,Web/CloudOps,2
