dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ett2/H/short,TIMEHEDGE,107.33701636904762,107.33701636904762,6.3355532691592265,0.7252800022768543,0.1172042576028935,0.10784143720354353,5.1706255428940295,10.360357926686106,0.13139816520495282,0.08035244351756121,0.06376006136365124,Energy,7
ett2/W/short,TIMEHEDGE,3240811.1428571427,3240811.1428571427,1226.3614676339287,0.8225260846392419,0.12480889047895159,0.1358621461050851,7.9457338498790255,1800.225303359872,0.15101130381589536,0.1028729258672982,0.08437972064085311,Energy,7
hierarchical_sales/D/short,TIMEHEDGE,28.389883474576273,28.389883474576273,2.29145340274907,0.7404654504468838,0.6293425855373673,1.0564083734885283,6.883961425306032,5.3282157871633045,1.6346375970713685,0.7029925276477824,0.5672568806484528,Sales,1
hierarchical_sales/W/short,TIMEHEDGE,440.42233845338984,440.42233845338984,8.648233187400688,0.703704315263144,0.502023472291865,0.4465900356486692,7.067162966574738,20.986241646692957,0.9634886191339819,0.3970446157990565,0.3336393653263565,Sales,1
hospital/M/short,TIMEHEDGE,2720.8665797479357,2720.8665797479357,17.61535999972838,0.7520314391616202,0.1900634102487709,0.1716153817506315,4.957057358327757,52.16192653409128,0.18935990605720107,0.06394784733520682,0.049755844729894125,Healthcare,1
jena_weather/10T/long,TIMEHEDGE,1378.1367724867725,1378.1367724867725,9.264596767526456,0.6036947228258153,0.721477596456954,0.6333381773933532,5.507849446622187,37.123264572054715,0.22716362149705704,0.056691656234497824,0.04601060421297311,Nature,21
jena_weather/10T/medium,TIMEHEDGE,1424.3352092352093,1424.3352092352093,9.108397028318903,0.5597753434979901,0.67888427269997,0.6382000811688312,5.142218742897937,37.7403657803579,0.2316119796101446,0.05589807685176319,0.045271788341936986,Nature,21
jena_weather/10T/short,TIMEHEDGE,738.9206349206349,738.9206349206349,5.128540426587302,0.2537365370546101,0.3470897913937797,0.5362130301339286,1.9914953706427732,27.18309465312283,0.1688410869499076,0.03185466375853075,0.02586433112958169,Nature,21
jena_weather/D/short,TIMEHEDGE,354.7092757936508,354.7092757936508,9.293477182539682,1.0136482273750458,0.5883171481731176,0.44789046030195934,6.656745382227475,18.83372708185108,0.11340981933233418,0.05596192212303236,0.0443322439662295,Nature,21
jena_weather/H/long,TIMEHEDGE,1247.090343915344,1247.090343915344,11.054775338955027,0.8733649951449888,2.130488580278002,0.6412330264136905,6.272429974787087,35.31416633470687,0.21263040680638778,0.06656199540990076,0.052857479034576604,Nature,21
